"faa","name","lat","lon","alt","tz","dst","city","country"
LOS,Murtala Muhammed International Airport,6.5773701667785645,3.321160078048706,135,1.0,N,Lagos,Nigeria
MXJ,Minna Airport,9.652170181274414,6.462259769439697,834,1.0,N,Minna,Nigeria
PHC,Port Harcourt International Airport,5.0154900550842285,6.94959020614624,87,1.0,N,Port Hartcourt,Nigeria
SKO,Sadiq Abubakar III International Airport,12.916299819946287,5.207190036773682,1010,1.0,N,Sokoto,Nigeria
YOL,Yola Airport,9.257550239562988,12.430399894714355,599,1.0,N,Yola,Nigeria
ZAR,Zaria Airport,11.1302,7.68581,2170,1.0,N,Zaria,Nigeria
MFQ,Maradi Airport,13.5024995803833,7.1267499923706055,1240,1.0,N,Maradi,Niger
NIM,Diori Hamani International Airport,13.4815,2.18361,732,1.0,N,Niamey,Niger
THZ,Tahoua Airport,14.875699996948242,5.265359878540039,1266,1.0,N,Tahoua,Niger
AJY,Mano Dayak International Airport,16.965999603271484,8.000109672546387,1657,1.0,N,Agadez,Niger
ZND,Zinder Airport,13.779000282287598,8.983759880065918,1516,1.0,N,Zinder,Niger
MIR,Monastir Habib Bourguiba International Airport,35.75809860229492,10.75469970703125,9,1.0,E,Monastir,Tunisia
TUN,Tunis Carthage International Airport,36.85100173950195,10.22719955444336,22,1.0,E,Tunis,Tunisia
GAF,Gafsa Ksar International Airport,34.422000885009766,8.822500228881836,1060,1.0,E,Gafsa,Tunisia
GAE,Gabès Matmata International Airport,33.87689971923828,10.103300094604492,26,1.0,E,Gabes,Tunisia
DJE,Djerba Zarzis International Airport,33.875,10.775500297546388,19,1.0,E,Djerba,Tunisia
EBM,El Borma Airport,31.70429992675781,9.254619598388672,827,1.0,E,El Borma,Tunisia
SFA,Sfax Thyna International Airport,34.71799850463867,10.690999984741213,85,1.0,E,Sfax,Tunisia
TOE,Tozeur Nefta International Airport,33.939701080322266,8.110560417175293,287,1.0,E,Tozeur,Tunisia
LRL,Niamtougou International Airport,9.767330169677734,1.091249942779541,1515,0.0,N,Niatougou,Togo
LFW,Lomé-Tokoin Airport,6.165609836578369,1.2545100450515747,72,0.0,N,Lome,Togo
ANR,Antwerp International Airport (Deurne),51.1893997192,4.46027994156,39,1.0,E,Antwerp,Belgium
BRU,Brussels Airport,50.9014015198,4.48443984985,184,1.0,E,Brussels,Belgium
CRL,Brussels South Charleroi Airport,50.459202,4.45382,614,1.0,E,Charleroi,Belgium
KJK,Wevelgem Airport,50.817199707,3.20472002029,64,1.0,E,Kortrijk-vevelgem,Belgium
LGG,Liège Airport,50.63740158081055,5.443220138549805,659,1.0,E,Liege,Belgium
OST,Ostend-Bruges International Airport,51.1988983154,2.8622200489,13,1.0,E,Ostend,Belgium
OBL,Zoersel (Oostmalle) Airfield,51.264702,4.75333,53,1.0,E,Zoersel,Belgium
AOC,Altenburg-Nobitz Airport,50.981945,12.506389,640,1.0,E,Altenburg,Germany
IES,Riesa-Göhlis Airport,51.2936096191,13.3561105728,322,1.0,E,Riesa,Germany
REB,Rechlin-Lärz Airport,53.306388855,12.7522220612,220,1.0,E,Rechlin-laerz,Germany
QXH,Schönhagen Airport,52.203609,13.156389,152,1.0,E,Schoenhagen,Germany
BBH,Barth Airport,54.338253,12.710515,23,1.0,E,Barth,Germany
ZMG,"Magdeburg ""City"" Airport",52.073612,11.626389,259,1.0,E,Magdeburg,Germany
CBU,Cottbus-Drewitz Airport,51.889442,14.531944,272,1.0,E,Cottbus,Germany
SXF,Berlin-Schönefeld Airport,52.380001,13.5225,157,1.0,E,Berlin,Germany
DRS,Dresden Airport,51.1328010559082,13.767200469970703,755,1.0,E,Dresden,Germany
ERF,Erfurt Airport,50.97980117797852,10.958100318908691,1036,1.0,E,Erfurt,Germany
FRA,Frankfurt am Main Airport,50.033333,8.570556,364,1.0,E,Frankfurt,Germany
FMO,Münster Osnabrück Airport,52.134601593,7.68483018875,160,1.0,E,Munster,Germany
HAM,Hamburg Airport,53.630401611328,9.9882297515869,53,1.0,E,Hamburg,Germany
THF,Berlin-Tempelhof International Airport,52.47299957275391,13.403900146484377,167,1.0,E,Berlin,Germany
CGN,Cologne Bonn Airport,50.8658981323,7.1427397728,302,1.0,E,Cologne,Germany
DUS,Düsseldorf Airport,51.289501,6.76678,147,1.0,E,Duesseldorf,Germany
MUC,Munich Airport,48.353802,11.7861,1487,1.0,E,Munich,Germany
NUE,Nuremberg Airport,49.498699,11.078056,1046,1.0,E,Nuernberg,Germany
LEJ,Leipzig/Halle Airport,51.423889,12.236389,465,1.0,E,Leipzig,Germany
SCN,Saarbrücken Airport,49.2145996094,7.10950994492,1058,1.0,E,Saarbruecken,Germany
STR,Stuttgart Airport,48.6898994446,9.22196006775,1276,1.0,E,Stuttgart,Germany
TXL,Berlin-Tegel Airport,52.5597,13.2877,122,1.0,E,Berlin,Germany
HAJ,Hannover Airport,52.461101532,9.68507957458,183,1.0,E,Hannover,Germany
BRE,Bremen Airport,53.0475006104,8.78666973114,14,1.0,E,Bremen,Germany
QEF,Frankfurt-Egelsbach Airport,49.959999,8.645833,384,1.0,E,Egelsbach,Germany
HHN,Frankfurt-Hahn Airport,49.9487,7.26389,1649,1.0,E,Hahn,Germany
MHG,Mannheim-City Airport,49.473057,8.514167,308,1.0,E,Mannheim,Germany
EIB,Eisenach-Kindel Airport,50.991604,10.47973,1112,1.0,E,Eisenach,Germany
SGE,Siegerland Airport,50.70769882202149,8.082969665527344,1966,1.0,E,Siegerland,Germany
XFW,Hamburg-Finkenwerder Airport,53.5352783203125,9.835556030273438,23,1.0,E,Hamburg,Germany
KEL,Kiel-Holtenau Airport,54.37944412231445,10.145277976989746,102,1.0,E,Kiel,Germany
LBC,Lübeck Blankensee Airport,53.8054008484,10.7192001343,53,1.0,E,Luebeck,Germany
ESS,Essen Mulheim Airport,51.40230178833008,6.9373297691345215,424,1.0,E,Essen,Germany
BFE,Bielefeld Airport,51.964722,8.544444,454,1.0,E,Bielefeld,Germany
MGL,Mönchengladbach Airport,51.230278,6.504444,125,1.0,E,Moenchengladbach,Germany
PAD,Paderborn Lippstadt Airport,51.6141014099,8.616319656369999,699,1.0,E,Paderborn,Germany
DTM,Dortmund Airport,51.51829910279999,7.61223983765,425,1.0,E,Dortmund,Germany
AGB,Augsburg Airport,48.425278,10.931667,1516,1.0,E,Augsburg,Germany
OBF,Oberpfaffenhofen Airport,48.081402,11.2831,1947,1.0,E,Oberpfaffenhofen,Germany
RBM,Straubing Airport,48.90083312988281,12.516667366027832,1047,1.0,E,Straubing,Germany
FDH,Friedrichshafen Airport,47.6712989807,9.51148986816,1367,1.0,E,Friedrichshafen,Germany
SZW,Schwerin Parchim Airport,53.426998,11.7834,166,1.0,E,Parchim,Germany
BYU,Bayreuth Airport,49.985001,11.64,1601,1.0,E,Bayreuth,Germany
URD,Burg Feuerstein Airport,49.794166564941,11.133610725403,1673,1.0,E,Burg Feuerstein,Germany
HOQ,Hof-Plauen Airport,50.288612365722656,11.856389045715332,1959,1.0,E,Hof,Germany
ZQW,Zweibrücken Airport,49.2094,7.40056,1132,1.0,E,Zweibruecken,Germany
ZQL,Donaueschingen-Villingen Airport,47.97333145139999,8.52222156525,2231,1.0,E,Donaueschingen,Germany
BWE,Braunschweig-Wolfsburg Airport,52.319199,10.5561,295,1.0,E,Braunschweig,Germany
KSF,Kassel-Calden Airport,51.417273,9.384967,820,1.0,E,Kassel,Germany
BRV,Bremerhaven Airport,53.506943,8.572778,10,1.0,E,Bremerhaven,Germany
EME,Emden Airport,53.391109,7.2275,3,1.0,E,Emden,Germany
WVN,Wilhelmshaven-Mariensiel Airport,53.502220153808594,8.05222225189209,16,1.0,E,Wilhelmshaven,Germany
BMK,Borkum Airport,53.59639,6.709167,3,1.0,E,Borkum,Germany
NRD,Norderney Airport,53.70694351196289,7.230000019073486,7,1.0,E,Norderney,Germany
FLF,Flensburg-Schäferhaus Airport,54.77333450317383,9.378889083862305,131,1.0,E,Flensburg,Germany
GWT,Westerland Sylt Airport,54.9132003784,8.34047031403,51,1.0,E,Westerland,Germany
KDL,Kärdla Airport,58.99079895019531,22.830699920654297,18,2.0,E,Kardla,Estonia
URE,Kuressaare Airport,58.22990036010742,22.50950050354004,14,2.0,E,Kuressaare,Estonia
EPU,Pärnu Airport,58.41899871826172,24.47279930114746,47,2.0,E,Parnu,Estonia
TLL,Lennart Meri Tallinn Airport,59.41329956049999,24.8327999115,131,2.0,E,Tallinn-ulemiste International,Estonia
TAY,Tartu Airport,58.3074989319,26.690399169900004,219,2.0,E,Tartu,Estonia
ENF,Enontekio Airport,68.362602233887,23.424299240112,1005,2.0,E,Enontekio,Finland
KEV,Halli Airport,61.856039,24.786686,479,2.0,E,Halli,Finland
HEM,Helsinki Malmi Airport,60.25460052490234,25.042800903320312,57,2.0,E,Helsinki,Finland
HEL,Helsinki Vantaa Airport,60.317199707031,24.963300704956,179,2.0,E,Helsinki,Finland
HYV,Hyvinkää Airfield,60.6543998718,24.8810997009,430,2.0,E,Hyvinkaa,Finland
KTQ,Kitee Airport,62.1661,30.073601,364,2.0,E,Kitee,Finland
IVL,Ivalo Airport,68.607299804688,27.405300140381,481,2.0,E,Ivalo,Finland
JOE,Joensuu Airport,62.662899017334,29.607500076294,398,2.0,E,Joensuu,Finland
JYV,Jyvaskyla Airport,62.399501800537,25.678300857544,459,2.0,E,Jyvaskyla,Finland
KAU,Kauhava Airport,63.127102,23.051399,151,2.0,E,Kauhava,Finland
KEM,Kemi-Tornio Airport,65.778701782227,24.582099914551,61,2.0,E,Kemi,Finland
KAJ,Kajaani Airport,64.285499572754,27.692399978638,483,2.0,E,Kajaani,Finland
KHJ,Kauhajoki Airport,62.4625015259,22.3931007385,407,2.0,E,Kauhajoki,Finland
KOK,Kokkola-Pietarsaari Airport,63.721199035645,23.143100738525,84,2.0,E,Kruunupyy,Finland
KAO,Kuusamo Airport,65.987602233887,29.239400863647,866,2.0,E,Kuusamo,Finland
KTT,Kittilä Airport,67.700996398926,24.846799850464,644,2.0,E,Kittila,Finland
KUO,Kuopio Airport,63.007099151611,27.797800064087,323,2.0,E,Kuopio,Finland
QLF,Lahti Vesivehmaa Airport,61.144199,25.693501,502,2.0,E,Vesivehmaa,Finland
LPP,Lappeenranta Airport,61.044601,28.144743,349,2.0,E,Lappeenranta,Finland
MHQ,Mariehamn Airport,60.122200012207,19.898199081421,17,2.0,E,Mariehamn,Finland
MIK,Mikkeli Airport,61.6866,27.201799,329,2.0,E,Mikkeli,Finland
OUL,Oulu Airport,64.930099487305,25.354600906372,47,2.0,E,Oulu,Finland
POR,Pori Airport,61.461700439453,21.799999237061,44,2.0,E,Pori,Finland
RVN,Rovaniemi Airport,66.564796447754,25.830400466919,642,2.0,E,Rovaniemi,Finland
SVL,Savonlinna Airport,61.943099975586,28.945100784302,311,2.0,E,Savonlinna,Finland
SOT,Sodankyla Airport,67.3949966431,26.6191005707,602,2.0,E,Sodankyla,Finland
TMP,Tampere-Pirkkala Airport,61.414100646973,23.604400634766,390,2.0,E,Tampere,Finland
TKU,Turku Airport,60.514099121094,22.262800216675,161,2.0,E,Turku,Finland
UTI,Utti Air Base,60.89640045166,26.938400268555,339,2.0,E,Utti,Finland
VAA,Vaasa Airport,63.050701141357,21.762199401855,19,2.0,E,Vaasa,Finland
VRK,Varkaus Airport,62.171100616455,27.868600845337,286,2.0,E,Varkaus,Finland
YLI,Ylivieska Airfield,64.0547222,24.7252778,252,2.0,E,Ylivieska-raudaskyla,Finland
BFS,Belfast International Airport,54.6575012207,-6.21582984924,268,0.0,E,Belfast,United Kingdom
ENK,St Angelo Airport,54.39889907836914,-7.651669979095459,155,0.0,E,Enniskillen,United Kingdom
BHD,George Best Belfast City Airport,54.61809921264648,-5.872499942779541,15,0.0,E,Belfast,United Kingdom
LDY,City of Derry Airport,55.04280090332031,-7.161109924316406,22,0.0,E,Londonderry,United Kingdom
BHX,Birmingham International Airport,52.4538993835,-1.74802994728,327,0.0,E,Birmingham,United Kingdom
CVT,Coventry Airport,52.3697013855,-1.47971999645,267,0.0,E,Coventry,United Kingdom
GLO,Gloucestershire Airport,51.89419937133789,-2.167220115661621,101,0.0,E,Golouchestershire,United Kingdom
GBA,Cotswold Airport,51.668095,-2.05694,433,0.0,E,Pailton,United Kingdom
MAN,Manchester Airport,53.35369873046875,-2.2749500274658203,257,0.0,E,Manchester,United Kingdom
NQY,Newquay Cornwall Airport,50.44060134887695,-4.995409965515137,390,0.0,E,Newquai,United Kingdom
LYE,RAF Lyneham,51.5051,-1.99343,513,0.0,E,Lyneham,United Kingdom
YEO,RNAS Yeovilton,51.0093994140625,-2.638819932937622,75,0.0,E,Yeovilton,United Kingdom
HAW,Haverfordwest Airport,51.833099365234375,-4.9611101150512695,159,0.0,E,Haverfordwest,United Kingdom
CWL,Cardiff International Airport,51.39670181274414,-3.343329906463623,220,0.0,E,Cardiff,United Kingdom
SWS,Swansea Airport,51.60530090332031,-4.0678300857543945,299,0.0,E,Swansea,United Kingdom
BRS,Bristol Airport,51.382702,-2.71909,622,0.0,E,Bristol,United Kingdom
LPL,Liverpool John Lennon Airport,53.33359909057617,-2.849720001220703,80,0.0,E,Liverpool,United Kingdom
LTN,London Luton Airport,51.874698638916016,-0.3683330118656158,526,0.0,E,London,United Kingdom
PLH,Plymouth City Airport,50.422798,-4.10583,476,0.0,E,Plymouth,United Kingdom
BOH,Bournemouth Airport,50.77999877929688,-1.8424999713897705,38,0.0,E,Bournemouth,United Kingdom
SOU,Southampton Airport,50.95029830932617,-1.3567999601364136,44,0.0,E,Southampton,United Kingdom
QLA,Lasham Airport,51.187198638916016,-1.0334999561309814,618,0.0,E,Lasham,United Kingdom
ACI,Alderney Airport,49.706104,-2.21472,290,0.0,E,Alderney,Guernsey
GCI,Guernsey Airport,49.435001373291016,-2.601969957351685,336,0.0,E,Guernsey,Guernsey
JER,Jersey Airport,49.20790100097656,-2.195509910583496,277,0.0,E,Jersey,Jersey
ESH,Shoreham Airport,50.835602,-0.297222,7,0.0,E,Shoreham By Sea,United Kingdom
BQH,London Biggin Hill Airport,51.33079910279999,0.0324999988079,598,0.0,E,Biggin Hill,United Kingdom
LGW,London Gatwick Airport,51.148102,-0.190278,202,0.0,E,London,United Kingdom
LCY,London City Airport,51.505299,0.055278,19,0.0,E,London,United Kingdom
FAB,Farnborough Airport,51.2757987976,-0.776332974434,238,0.0,E,Farnborough,United Kingdom
BBS,Blackbushe Airport,51.32389831542969,-0.8475000262260437,325,0.0,E,Blackbushe,United Kingdom
LHR,London Heathrow Airport,51.4706,-0.461941,83,0.0,E,London,United Kingdom
SEN,Southend Airport,51.5713996887207,0.6955559849739075,49,0.0,E,Southend,United Kingdom
LYX,Lydd Airport,50.95610046386719,0.939167022705078,13,0.0,E,Lydd,United Kingdom
MSE,Kent International Airport,51.342201,1.34611,178,0.0,E,Manston,United Kingdom
CAX,Carlisle Airport,54.9375,-2.8091700077056885,190,0.0,E,Carlisle,United Kingdom
BLK,Blackpool International Airport,53.77170181274414,-3.0286099910736084,34,0.0,E,Blackpool,United Kingdom
HUY,Humberside Airport,53.57440185546875,-0.350832998752594,121,0.0,E,Humberside,United Kingdom
BWF,Barrow Walney Island Airport,54.1286111,-3.2675,173,0.0,E,Barrow Island,United Kingdom
LBA,Leeds Bradford Airport,53.86589813232422,-1.6605700254440308,681,0.0,E,Leeds,United Kingdom
WRT,Warton Airport,53.745098,-2.88306,55,0.0,E,Warton,United Kingdom
CEG,Hawarden Airport,53.1781005859375,-2.977780103683472,45,0.0,E,Hawarden,United Kingdom
IOM,Isle of Man Airport,54.08330154418945,-4.623889923095703,52,0.0,E,Isle Of Man,Isle of Man
NCL,Newcastle Airport,55.03749847412109,-1.6916699409484863,266,0.0,E,Newcastle,United Kingdom
MME,Durham Tees Valley Airport,54.50920104980469,-1.4294099807739258,120,0.0,E,Teesside,United Kingdom
EMA,East Midlands Airport,52.8311004639,-1.32806003094,306,0.0,E,East Midlands,United Kingdom
KOI,Kirkwall Airport,58.957801818847656,-2.9049999713897705,50,0.0,E,Kirkwall,United Kingdom
JAR,Jahrom Airport,28.5867004395,53.5791015625,3358,3.5,E,Jahrom,Iran
LSI,Sumburgh Airport,59.87889862060547,-1.295560002326965,20,0.0,E,Sumburgh,United Kingdom
WIC,Wick Airport,58.45890045166016,-3.09306001663208,126,0.0,E,Wick,United Kingdom
ABZ,Aberdeen Dyce Airport,57.20190048217773,-2.197779893875122,215,0.0,E,Aberdeen,United Kingdom
INV,Inverness Airport,57.54249954223633,-4.047500133514404,31,0.0,E,Inverness,United Kingdom
GLA,Glasgow International Airport,55.8718986511,-4.43306016922,26,0.0,E,Glasgow,United Kingdom
EDI,Edinburgh Airport,55.95000076293945,-3.372499942779541,135,0.0,E,Edinburgh,United Kingdom
ILY,Islay Airport,55.68190002441406,-6.256669998168945,56,0.0,E,Islay,United Kingdom
PIK,Glasgow Prestwick Airport,55.5093994140625,-4.586669921875,65,0.0,E,Prestwick,United Kingdom
BEB,Benbecula Airport,57.48109817504883,-7.362780094146728,19,0.0,E,Benbecula,United Kingdom
SCS,Scatsta Airport,60.43280029296875,-1.2961100339889526,81,0.0,E,Scatsta,United Kingdom
DND,Dundee Airport,56.45249938964844,-3.025830030441284,17,0.0,E,Dundee,United Kingdom
SYY,Stornoway Airport,58.215599060058594,-6.331110000610352,26,0.0,E,Stornoway,United Kingdom
TRE,Tiree Airport,56.49919891357422,-6.869170188903809,38,0.0,E,Tiree,United Kingdom
ADX,RAF Leuchars,56.37289810180664,-2.8684399127960205,38,0.0,E,Leuchars,United Kingdom
LMO,RAF Lossiemouth,57.7052001953125,-3.339169979095459,42,0.0,E,Lossiemouth,United Kingdom
CBG,Cambridge Airport,52.205002,0.175,47,0.0,E,Cambridge,United Kingdom
NWI,Norwich International Airport,52.6758003235,1.28278005123,117,0.0,E,Norwich,United Kingdom
STN,London Stansted Airport,51.8849983215,0.234999999404,348,0.0,E,London,United Kingdom
EXT,Exeter International Airport,50.73440170288086,-3.4138898849487305,102,0.0,E,Exeter,United Kingdom
FZO,Bristol Filton Airport,51.5194015503,-2.59083008766,226,0.0,E,Bristol,United Kingdom
OXF,Oxford (Kidlington) Airport,51.8368988037,-1.32000005245,270,0.0,E,Oxford,United Kingdom
BEX,RAF Benson,51.6164016724,-1.09582996368,226,0.0,E,Benson,United Kingdom
LKZ,RAF Lakenheath,52.4093017578,0.56099998951,32,0.0,E,Lakenheath,United Kingdom
MHZ,RAF Mildenhall,52.36190032958984,0.486405998468399,33,0.0,E,Mildenhall,United Kingdom
QUY,RAF Wyton,52.3572006226,-0.107832998037,135,0.0,E,Wyton,United Kingdom
FFD,RAF Fairford,51.6822013855,-1.7900300025900002,286,0.0,E,Fairford,United Kingdom
BZZ,RAF Brize Norton,51.75,-1.58362,288,0.0,E,Brize Norton,United Kingdom
ODH,RAF Odiham,51.2341003418,-0.94282501936,405,0.0,E,Odiham,United Kingdom
NHT,RAF Northolt,51.5530014038,-0.418166995049,124,0.0,E,Northolt,United Kingdom
QCY,RAF Coningsby,53.0929985046,-0.166014000773,25,0.0,E,Coningsby,United Kingdom
BEQ,RAF Honington,52.34260177612305,0.7729390263557434,174,0.0,E,Honington,United Kingdom
SQZ,RAF Scampton,53.307800293,-0.550832986832,202,0.0,E,Scampton,United Kingdom
HRT,RAF Linton-On-Ouse,54.0489006042,-1.2527500391,53,0.0,E,Linton-on-ouse,United Kingdom
WTN,RAF Waddington,53.1661987305,-0.523810982704,231,0.0,E,Waddington,United Kingdom
KNF,RAF Marham,52.648395,0.550692,75,0.0,E,Marham,United Kingdom
MPN,Mount Pleasant Airport,-51.82279968261719,-58.44720077514648,244,-3.0,U,Mount Pleasant,Falkland Islands
AMS,Amsterdam Airport Schiphol,52.308601,4.76389,-11,1.0,E,Amsterdam,Netherlands
MST,Maastricht Aachen Airport,50.911701,5.77014,375,1.0,E,Maastricht,Netherlands
EIN,Eindhoven Airport,51.4500999451,5.37452983856,74,1.0,E,Eindhoven,Netherlands
GRQ,Eelde Airport,53.1197013855,6.57944011688,17,1.0,E,Groningen,Netherlands
GLZ,Gilze Rijen Air Base,51.56740188598633,4.931829929351807,49,1.0,E,Gilze-rijen,Netherlands
DHR,De Kooy Airport,52.92340087890625,4.780620098114014,3,1.0,E,De Kooy,Netherlands
LEY,Lelystad Airport,52.4603,5.52722,-13,1.0,E,Lelystad,Netherlands
LWR,Leeuwarden Air Base,53.22859954833984,5.760560035705566,3,1.0,E,Leeuwarden,Netherlands
RTM,Rotterdam The Hague Airport,51.956902,4.43722,-15,1.0,E,Rotterdam,Netherlands
UTC,Soesterberg Air Base,52.1273002625,5.27618980408,66,1.0,E,Soesterberg,Netherlands
ENS,Twente Airport,52.275833,6.889167,114,1.0,E,Enschede,Netherlands
LID,Valkenburg Naval Air Base,52.1660995483,4.41794013977,1,1.0,E,Valkenburg,Netherlands
WOE,Woensdrecht Air Base,51.4491,4.34203,63,1.0,E,Woensdrecht,Netherlands
ORK,Cork Airport,51.84130096435547,-8.491109848022461,502,0.0,E,Cork,Ireland
GWY,Galway Airport,53.300201416015625,-8.941590309143066,81,0.0,E,Galway,Ireland
DUB,Dublin Airport,53.421299,-6.27007,242,0.0,E,Dublin,Ireland
NOC,Ireland West Knock Airport,53.910301208496094,-8.818490028381348,665,0.0,E,Connaught,Ireland
KIR,Kerry Airport,52.18090057373047,-9.52377986907959,112,0.0,E,Kerry,Ireland
SNN,Shannon Airport,52.702,-8.92482,46,0.0,E,Shannon,Ireland
SXL,Sligo Airport,54.280200958252,-8.5992097854614,11,0.0,E,Sligo,Ireland
WAT,Waterford Airport,52.187198638916016,-7.086959838867188,119,0.0,E,Waterford,Ireland
AAR,Aarhus Airport,56.2999992371,10.619000434899998,82,1.0,E,Aarhus,Denmark
BLL,Billund Airport,55.7402992249,9.15178012848,247,1.0,E,Billund,Denmark
CPH,Copenhagen Kastrup Airport,55.617900848389,12.656000137329,17,1.0,E,Copenhagen,Denmark
EBJ,Esbjerg Airport,55.525902,8.5534,97,1.0,E,Esbjerg,Denmark
KRP,Karup Airport,56.29750061035156,9.124629974365234,170,1.0,E,Karup,Denmark
BYR,Læsø Airport,57.27719879150391,11.000100135803224,25,1.0,E,Laeso,Denmark
MRW,Lolland Falster Maribo Airport,54.699299,11.4401,16,1.0,E,Maribo,Denmark
ODE,Odense Airport,55.47669982910156,10.330900192260742,56,1.0,E,Odense,Denmark
RKE,Copenhagen Roskilde Airport,55.58560180664063,12.131400108337402,146,1.0,E,Copenhagen,Denmark
RNN,Bornholm Airport,55.06330108642578,14.759599685668944,52,1.0,E,Ronne,Denmark
SGD,Sønderborg Airport,54.96440124511719,9.791729927062988,24,1.0,E,Soenderborg,Denmark
SKS,Skrydstrup Air Base,55.221048,9.26702,141,1.0,E,Skrydstrup,Denmark
SQW,Skive Airport,56.550201416015625,9.172980308532717,74,1.0,E,Skive,Denmark
TED,Thisted Airport,57.06880187988281,8.705220222473145,23,1.0,E,Thisted,Denmark
FAE,Vagar Airport,62.0635986328125,-7.277219772338867,280,0.0,E,Vagar,Faroe Islands
STA,Stauning Airport,55.9901008605957,8.353910446166992,17,1.0,E,Stauning,Denmark
AAL,Aalborg Airport,57.0927589138,9.84924316406,10,1.0,E,Aalborg,Denmark
LUX,Luxembourg-Findel International Airport,49.6233333,6.2044444,1234,1.0,E,Luxemburg,Luxembourg
AES,Ålesund Airport,62.5625,6.119699954986572,69,1.0,E,Alesund,Norway
ANX,Andøya Airport,69.292503356934,16.144199371338,43,1.0,E,Andoya,Norway
ALF,Alta Airport,69.976097106934,23.371700286865,9,1.0,E,Alta,Norway
BNN,Brønnøysund Airport,65.461097717285,12.217499732971,25,1.0,E,Bronnoysund,Norway
BOO,Bodø Airport,67.26920318603516,14.365300178527832,42,1.0,E,Bodo,Norway
BGO,Bergen Airport Flesland,60.29339981,5.218140125,170,1.0,E,Bergen,Norway
BJF,Båtsfjord Airport,70.60050201416,29.691400527954,490,1.0,E,Batsfjord,Norway
KRS,Kristiansand Airport,58.204201,8.08537,57,1.0,E,Kristiansand,Norway
DLD,Geilo Airport Dagali,60.41730117797852,8.518349647521973,2618,1.0,E,Geilo,Norway
BDU,Bardufoss Airport,69.055801391602,18.540399551392,252,1.0,E,Bardufoss,Norway
EVE,"Harstad/Narvik Airport, Evenes",68.491302490234,16.678100585938,84,1.0,E,Harstad/Narvik,Norway
VDB,Leirin Airport,61.015598297119,9.2880601882935,2697,1.0,E,Fagernes,Norway
FRO,Florø Airport,61.583599090576,5.0247201919556,37,1.0,E,Floro,Norway
OSL,Oslo Lufthavn,60.121,11.0502,681,1.0,E,Oslo,Norway
HAU,Haugesund Airport,59.34529876709,5.2083601951599,86,1.0,E,Haugesund,Norway
HAA,Hasvik Airport,70.486701965332,22.139699935913,21,1.0,E,Hasvik,Norway
KSU,Kristiansund Airport (Kvernberget),63.111801147461,7.824520111084,204,1.0,E,Kristiansund,Norway
KKN,Kirkenes Airport (Høybuktmoen),69.725799560547,29.891300201416,283,1.0,E,Kirkenes,Norway
FAN,Lista Airport,58.0994987487793,6.626049995422363,29,1.0,E,Farsund,Norway
MOL,Molde Airport,62.744701385498,7.2624998092651,10,1.0,E,Molde,Norway
MJF,Mosjøen Airport (Kjærstad),65.783996582031,13.214900016785,237,1.0,E,Mosjoen,Norway
LKL,Banak Airport,70.068801879883,24.973499298096,25,1.0,E,Lakselv,Norway
NTB,Notodden Airport,59.565701,9.21222,63,1.0,E,Notodden,Norway
